Player,Banker,Result
"6♥️, 10♣️","7♥️, 10♠️",B
"2♠️, 7♠️","7♠️, J♠️",P
"K♦️, 5♥️","A♦️, 8♦️",B
"10♦️, Q♠️","9♦️, K♠️",B
"5♥️, 10♠️","Q♥️, 9♠️",B
"J♣️, 2♥️, 8♦️","Q♠️, K♥️, A♣️",B
"9♣️, 7♥️","Q♦️, K♥️, Q♣️",P
"A♠️, Q♣️, 7♦️","J♣️, 6♥️, J♦️",P
"A♠️, 4♥️, 7♦️","6♥️, 8♣️, 10♣️",B
"9♥️, 9♦️","Q♥️, 8♦️",T
"J♥️, 4♦️, 7♦️","8♦️, 7♦️, 2♦️",B
"6♦️, 4♣️, 7♠️","2♠️, J♠️, 5♥️",T
"A♣️, 6♣️","A♦️, K♠️, A♥️",P
"4♠️, 10♠️, 9♥️","K♦️, A♣️, 7♠️",B
"5♥️, K♥️, A♣️","K♣️, 10♥️, 2♠️",P
"A♥️, 8♦️","4♥️, 2♥️",P
"6♣️, 8♣️, 7♠️","7♠️, 4♥️, 5♠️",B
"Q♥️, 4♠️","8♣️, K♥️",B
"10♣️, J♣️, K♦️","8♣️, 6♦️",B
"7♠️, A♥️","8♠️, 10♦️",T
"6♥️, A♦️","4♥️, J♠️, K♣️",P
"5♥️, J♦️, 4♣️","3♦️, 2♠️, Q♠️",P
"2♦️, K♥️, 7♥️","A♣️, Q♥️, 3♠️",P
"8♥️, 6♥️, Q♥️","A♥️, 2♦️, K♥️",P
"6♣️, K♠️","3♥️, A♣️, J♠️",P
"3♣️, 4♠️","5♠️, J♥️, 4♣️",B
"3♥️, 4♠️","3♣️, K♠️, K♦️",P
"Q♥️, 6♣️","7♦️, 4♥️, 8♦️",B
"10♦️, 7♥️","5♦️, K♥️, K♣️",P
"Q♥️, A♦️, 9♣️","10♥️, K♦️, 8♦️",B
"A♠️, 8♦️","8♦️, 4♦️",P
"5♥️, 8♦️, 9♦️","2♥️, 8♦️, 7♠️",B
"K♥️, 7♥️","9♣️, 7♣️",P
"5♥️, K♥️, 2♣️","10♦️, J♦️, 8♣️",B
"3♥️, A♥️, 8♦️","5♣️, 2♦️",B
"7♥️, 3♠️, A♠️","9♣️, 2♠️, 4♣️",B
"K♥️, 8♦️","10♥️, A♣️",P
"A♥️, 5♠️","3♠️, 5♠️",B
"2♦️, 6♠️","8♦️, 6♥️",P
"3♦️, 8♥️, 7♣️","Q♥️, 4♦️, 6♣️",P
"7♦️, 8♥️, 10♦️","6♥️, Q♥️",B
"3♣️, 10♣️, 2♣️","7♥️, 4♣️, 7♥️",B
"3♣️, 7♠️","J♥️, 9♣️",B
"Q♥️, 10♦️, K♠️","4♦️, A♣️",B
"Q♥️, 3♣️","9♣️, 9♠️",B
"K♠️, 10♣️","J♥️, 8♥️",B
"6♣️, 6♠️, 4♣️","7♣️, 7♦️, Q♦️",P
"6♥️, 9♣️, 7♣️","A♥️, 6♣️",B
"J♥️, 9♦️","6♠️, 8♥️",P
"9♥️, 10♥️","J♠️, 5♣️",P
"2♣️, 7♥️","8♣️, 6♣️",P
"Q♦️, 4♦️, 6♣️","9♥️, 2♠️, 8♦️",B
"10♠️, 2♥️, Q♥️","5♦️, 2♦️",B
"8♥️, Q♣️","2♥️, 6♣️",T
"4♦️, Q♠️, 6♣️","J♠️, 7♥️",B
"2♦️, 10♣️, Q♣️","6♦️, 5♦️, 5♣️",B
"7♦️, 8♠️, 2♦️","2♥️, 8♠️, Q♣️",P
"9♣️, A♠️, 6♦️","3♥️, 9♥️, 6♣️",B
"7♦️, 7♣️, 8♣️","8♥️, 3♣️, 3♥️",B
"9♠️, K♥️","3♦️, 4♥️",P
"4♠️, 6♥️, 10♦️","2♣️, A♦️, A♦️",B
"5♣️, A♥️","3♠️, 4♥️",B
"3♦️, 6♣️","2♥️, 10♦️",P
"3♠️, 3♣️","4♣️, 8♦️, A♠️",P
"4♣️, 9♦️, 10♠️","10♦️, 6♥️",B
"K♥️, 3♠️, 8♠️","4♠️, J♠️",B
"J♦️, 5♣️","5♥️, 4♠️",B
"9♣️, 2♥️, 7♠️","5♣️, 8♠️, 8♦️",P
"10♣️, 4♦️, K♣️","J♥️, J♥️, 7♥️",B
"A♦️, 7♠️","5♠️, 3♣️",T
"J♠️, J♦️, 7♣️","10♦️, 10♦️, 10♦️",P
"Q♣️, 8♦️","3♦️, J♠️",P
"8♣️, A♦️","A♥️, 6♥️",P
"5♥️, 4♣️","J♠️, A♥️",P
"2♣️, 6♦️","K♥️, 5♦️",P
"10♠️, 5♥️, 6♣️","2♠️, 9♠️, J♦️",T
"4♣️, K♥️, 9♦️","9♦️, 8♠️",B
"7♥️, 2♥️","7♥️, J♣️",P
"7♥️, 7♠️, 3♥️","K♥️, K♥️, 10♠️",P
"8♠️, 6♥️","8♠️, J♦️",B
"4♥️, 2♥️","4♠️, 2♣️",T
"4♣️, K♠️, 10♥️","Q♣️, 2♣️, 10♥️",P
"7♥️, 10♥️","10♠️, 9♣️",B
"8♥️, K♦️","J♥️, 10♠️",P
"9♠️, 2♦️, 5♥️","Q♠️, 2♥️, 8♦️",P
"8♠️, 5♣️, 3♠️","A♠️, 6♠️",B
"7♥️, 3♠️","9♠️, J♥️",B
"7♣️, 9♦️","Q♣️, 5♦️, 9♠️",P
"A♠️, K♠️, 10♠️","9♣️, 5♣️",B
"6♦️, 8♣️, A♦️","4♠️, 8♥️, 8♣️",P
"5♠️, 3♣️","9♠️, 4♥️",P
"6♥️, 9♣️, 10♥️","8♠️, 7♥️",T
"Q♣️, J♣️, 3♥️","2♣️, 3♠️",B
"2♦️, J♦️, 6♣️","4♠️, 8♦️, 2♥️",P
"5♥️, J♦️, 4♥️","7♣️, K♦️",P
"6♦️, 5♦️","8♠️, J♥️",B
"A♥️, 4♠️, 9♣️","K♣️, 2♠️, 3♣️",B
"5♥️, 4♠️","A♠️, 9♦️",P
"10♥️, 10♠️, 6♠️","A♥️, 5♣️, K♦️",T
"6♣️, Q♠️","4♥️, K♦️, 9♥️",P
"10♠️, 4♠️, 7♦️","8♣️, 2♥️, 4♠️",B
"J♣️, A♣️, 5♣️","7♠️, 3♥️, 8♣️",B
"A♥️, K♥️, J♣️","A♣️, 4♠️",B
"9♦️, 3♣️, 4♣️","7♥️, 8♦️, 5♦️",P
"3♥️, A♥️, 9♥️","K♥️, 2♦️, 9♥️",P
"4♥️, 5♠️","J♣️, 5♣️",P
"7♦️, 4♠️, 10♥️","K♦️, K♥️, 6♥️",B
"4♦️, Q♠️, K♣️","5♠️, 2♠️",B
"7♣️, J♥️","3♥️, J♣️, K♠️",P
"J♦️, J♠️","5♥️, 3♣️",B
"9♠️, 9♦️","5♣️, Q♠️",P
"4♥️, K♦️, 4♠️","10♥️, 6♣️",P
"K♠️, 6♥️","3♦️, 10♠️, J♠️",P
"8♦️, 10♥️","Q♦️, 10♠️",P
"2♦️, J♥️, 6♣️","8♦️, 5♥️, 6♣️",B
"7♣️, A♣️","K♣️, A♠️",P
"4♥️, J♦️","9♣️, 10♦️",B
"5♣️, A♥️","J♦️, J♠️, K♥️",P
"J♠️, J♣️, 5♠️","9♠️, 3♦️, A♥️",P
"3♥️, 3♠️","8♥️, K♠️",B
"8♠️, Q♠️","6♣️, 8♣️",P
"5♠️, A♥️","A♠️, 7♠️",B
"5♦️, Q♥️, A♥️","J♥️, 7♠️",B
"3♥️, 5♣️","J♠️, 4♣️",P
"7♣️, 7♥️, 7♥️","Q♦️, A♥️, 6♣️",B
"6♦️, 10♠️","9♣️, A♥️, Q♦️",P
"A♥️, A♣️, 5♠️","4♠️, 9♥️, 3♣️",P
"4♥️, 7♣️, Q♥️","6♦️, J♥️",B
"A♣️, 3♦️, 2♣️","A♥️, 6♥️",B
"K♣️, 6♦️","9♠️, J♠️",B
"8♦️, 7♦️, 10♥️","J♦️, 6♥️",B
"7♠️, 4♠️, 9♣️","2♣️, A♦️, Q♣️",B
"6♥️, 2♠️","3♦️, 5♥️",T
"10♥️, Q♦️","2♣️, 7♠️",B
"2♦️, 5♠️","3♦️, 7♥️, Q♥️",P
"8♦️, K♠️","10♦️, 2♠️",P
"A♦️, 7♥️","9♥️, 7♠️",P
"6♠️, 6♦️, 8♣️","4♥️, 10♠️",B
"J♥️, 8♣️","9♥️, 3♥️",P
"6♠️, 9♦️, K♣️","Q♠️, 6♠️",B
"8♥️, 5♦️, Q♣️","2♣️, J♥️, 8♠️",P
"7♥️, 4♦️, 4♣️","10♠️, 5♣️, A♣️",B
"J♦️, 3♣️, 6♠️","J♥️, Q♦️, 7♣️",P
"2♣️, 6♦️","4♦️, 5♥️",T
"9♠️, 10♥️","6♥️, 3♦️",T
"2♣️, A♠️, J♦️","9♠️, A♥️, 4♠️",B
"10♦️, 5♠️","5♣️, 4♥️",B
"10♠️, 3♠️, Q♦️","5♦️, 9♥️",B
"A♦️, 7♦️","K♦️, A♦️",P
"Q♦️, Q♠️","3♥️, 6♦️",B
"4♠️, Q♠️, 9♥️","2♣️, Q♥️, 8♥️",P
"7♦️, Q♦️","Q♥️, 2♥️, A♥️",P
"8♠️, 2♠️, 3♥️","3♦️, 2♦️",B
"3♣️, 7♠️, A♠️","K♣️, 4♥️",B
"K♣️, 6♣️","K♣️, Q♠️, 8♥️",B
"5♥️, Q♣️, 10♣️","7♣️, K♠️",B
"2♥️, 10♥️, Q♠️","5♣️, 2♣️",B
"9♦️, 3♦️","10♣️, 9♦️",B
"6♦️, 3♣️","10♦️, 10♥️",P
"5♥️, 6♣️, 5♥️","K♣️, K♦️, 9♠️",B
"Q♦️, 5♥️","5♥️, 4♣️",B
"Q♥️, 8♠️","8♥️, 2♣️",P
"2♠️, 10♥️, J♠️","J♦️, A♥️, 9♣️",P
"J♦️, 6♣️","3♥️, Q♥️, 6♠️",B
"K♦️, Q♣️, 9♥️","J♥️, 6♠️",P
"A♣️, 5♣️","A♦️, 4♥️, 3♠️",B
"A♥️, 5♥️","4♥️, A♥️, A♠️",T
"4♣️, 5♠️","4♣️, 2♥️",P
"5♦️, Q♦️, 8♦️","2♣️, 8♠️, 4♣️",B
"Q♦️, 7♥️","4♥️, Q♥️, K♦️",P
"6♠️, A♣️","K♥️, J♣️, 2♦️",P
"5♥️, 5♥️, 5♥️","9♥️, 5♠️, 5♥️",B
"Q♥️, 4♠️, 6♦️","7♣️, 8♥️, J♣️",B
"10♦️, 8♦️","Q♠️, 10♥️",P
"4♠️, 5♥️","4♦️, 6♣️",P
"9♦️, J♠️","2♣️, 10♥️",P
"8♣️, A♠️","K♣️, 8♣️",T
"Q♣️, 10♠️, J♦️","9♠️, 7♦️",B
"10♦️, 4♦️, 4♥️","A♦️, 2♠️, 10♣️",P
"7♠️, 2♠️","J♠️, K♣️",P
"Q♣️, 3♦️, 8♣️","5♦️, 8♣️",B
"8♠️, 7♥️, 3♣️","7♥️, 7♣️, 3♦️",P
"Q♣️, 8♥️","3♦️, 10♥️",P
"10♠️, 10♣️, 8♠️","9♦️, 5♥️",P
"K♠️, 9♠️","J♥️, 8♣️",T
"4♥️, J♥️, 2♠️","A♠️, A♦️, 4♠️",T
"6♠️, 8♥️, 4♦️","K♥️, 4♣️, 4♥️",T
"K♦️, 10♥️, 10♠️","Q♦️, 5♥️",B
"4♥️, 3♦️","9♣️, 2♦️, 6♠️",T
"7♥️, A♠️","2♥️, 9♠️",P
"3♣️, 5♥️","6♠️, 3♠️",T
"9♣️, K♥️","4♣️, 7♥️",P
"3♦️, 6♠️","6♠️, 9♣️",P
"10♣️, Q♦️, K♥️","5♦️, 6♠️, 7♦️",B
"9♣️, 6♦️","6♣️, 2♦️",B
"2♣️, Q♥️, 4♥️","A♥️, 6♥️",B
"7♥️, 7♦️, J♣️","A♣️, 4♠️",B
"9♠️, 8♦️","Q♠️, 6♦️",P
"2♥️, 9♠️, Q♦️","2♥️, 10♣️, 7♠️",B
"3♦️, 10♠️, J♦️","6♠️, J♣️",B
"A♦️, K♣️, K♠️","K♦️, 2♥️, A♦️",B
"7♥️, J♥️","K♦️, 8♥️",B
"4♥️, K♣️, 2♣️","3♣️, A♥️, J♥️",P
"3♥️, 7♦️, 9♣️","9♠️, 2♣️, J♥️",P
"4♣️, 3♣️","Q♦️, J♣️, 7♥️",T
"3♠️, J♠️, 2♣️","Q♦️, 3♦️, J♥️",P
"3♦️, A♣️, 10♠️","7♦️, 7♦️",T
"J♦️, A♣️, 10♦️","A♦️, 6♠️",B
"K♦️, 2♣️, 2♥️","A♥️, 6♣️",B
"5♠️, 4♦️","10♥️, 6♣️",P
"8♥️, 6♦️, 3♥️","8♥️, 4♣️, 2♣️",P
"A♥️, 10♣️, K♥️","8♣️, 5♥️, 5♦️",B
"A♣️, 4♣️, Q♦️","4♠️, K♦️",P
"9♠️, 6♦️, J♥️","9♦️, 3♦️, 3♥️",T
"K♦️, J♦️, K♠️","K♥️, 5♣️",B
"9♠️, 2♦️","8♥️, A♣️",B
"10♠️, K♦️, 8♦️","K♠️, 10♦️, Q♦️",P
"A♦️, 8♣️","8♥️, A♣️",T
"7♥️, 4♠️, 5♣️","3♣️, 9♣️, 7♠️",B
"6♣️, 10♦️","9♦️, 8♣️",B
"J♣️, 8♥️","10♠️, 6♣️",P
"3♥️, 7♦️, 9♣️","K♦️, 10♠️, 3♣️",P
"2♦️, 4♦️","9♦️, 2♥️, K♥️",P
"10♥️, 6♠️","10♠️, 5♥️, Q♣️",P
"Q♠️, Q♣️, J♥️","5♠️, 10♠️",B
"Q♣️, 4♠️, 7♠️","K♦️, 2♣️, 3♣️",B
"4♠️, K♦️, 3♠️","9♠️, 2♠️, A♥️",P
"2♣️, 10♣️, 7♦️","10♣️, Q♥️, 8♣️",P
"10♣️, J♥️, 9♦️","10♦️, 7♥️",P
"5♣️, 7♦️","7♠️, A♥️",B
"6♠️, J♠️","6♣️, 4♠️, Q♣️",P
"2♠️, 6♣️","A♦️, 5♦️",P
"K♠️, 9♥️","J♣️, 2♥️",P
"3♠️, 2♥️, 8♥️","10♠️, 2♣️, Q♦️",P
"2♣️, K♦️, 6♠️","Q♠️, K♠️, 8♥️",T
"6♥️, 5♣️, 3♠️","K♠️, 2♠️, Q♥️",P
"A♦️, 5♥️","5♥️, 8♥️, 2♦️",P
"6♦️, A♦️","K♥️, 8♥️",B
"9♣️, 2♥️, 9♦️","5♠️, 7♦️, J♣️",B
"7♦️, 6♣️, K♥️","9♦️, A♥️, Q♥️",P
"6♥️, 6♥️","K♠️, 9♣️",B
"4♦️, 10♣️, 4♣️","10♣️, 5♣️, 6♠️",P
"2♥️, K♥️, 5♦️","5♣️, 6♦️, 2♦️",P
"2♠️, 8♥️, 6♣️","2♥️, 10♥️, Q♣️",P
"8♣️, A♠️","2♥️, K♦️",P
"5♦️, 5♦️, J♣️","7♠️, J♣️",B
"K♦️, 5♦️, 2♠️","4♥️, 8♣️, 6♣️",B
"6♠️, A♠️","7♠️, 2♠️",B
"4♣️, 4♦️","9♣️, K♣️",T
"4♦️, 10♦️, Q♥️","6♦️, 9♣️",B
"7♥️, 10♥️","9♦️, 2♣️, 9♠️",P
"7♣️, 10♦️","10♣️, 9♣️",B
"6♣️, K♠️","K♠️, 3♦️, 3♥️",T
"7♠️, 8♣️, A♠️","10♠️, 4♣️, Q♦️",P
"J♦️, K♣️, 9♣️","10♣️, 5♣️",P
"7♣️, A♣️","6♥️, 6♦️",P
"J♣️, 2♠️, J♠️","Q♣️, 2♣️, 8♥️",P
"J♣️, 6♠️","10♣️, 2♦️, 7♥️",B
"5♣️, 10♥️","J♥️, 8♠️",B
"4♦️, K♠️, J♠️","A♥️, 3♠️",T
"Q♥️, J♠️, 3♣️","K♥️, K♥️, 2♠️",P
"9♦️, 8♥️","5♠️, 7♣️, 10♥️",P
"J♦️, A♣️","7♦️, A♣️",B
"9♦️, K♣️","10♠️, Q♦️",P
"6♠️, 9♦️","5♣️, 4♠️",B
"3♠️, J♠️, 2♦️","10♠️, 5♠️",T
"K♣️, 4♣️, 10♦️","9♠️, 5♣️",T
"4♥️, 8♠️, 4♣️","8♥️, 4♣️, 3♣️",P
"A♠️, 7♠️","2♦️, 6♠️",T
"7♠️, 3♣️, Q♠️","3♣️, 4♥️",B
"K♠️, 9♥️","7♠️, Q♠️",P
"7♦️, 7♥️","9♦️, J♥️",B
"J♦️, 5♥️, 6♦️","Q♥️, 2♣️, Q♥️",B
"7♣️, 9♠️","Q♣️, 3♣️, A♠️",P
"2♥️, 8♥️","8♦️, 10♠️",B
"3♣️, 2♠️, 3♣️","6♥️, A♣️",P
"A♠️, 2♣️, 4♥️","3♣️, Q♥️, 2♠️",P
"4♣️, K♣️, 8♥️","2♥️, K♣️, K♥️",T
"4♠️, 4♠️","9♥️, 5♠️",P
"5♥️, 2♣️","K♥️, 9♣️",B
"K♦️, K♣️, J♥️","4♦️, 8♠️, A♦️",B
"Q♦️, 7♥️","3♠️, 6♥️",B
"9♦️, 10♠️","6♦️, 8♦️",P
"10♠️, A♥️, 2♥️","5♥️, A♦️",B
"6♦️, 9♣️, Q♦️","7♥️, 4♠️, Q♥️",P
"K♠️, 8♠️","7♠️, K♦️",P
"9♠️, 7♠️","9♦️, J♣️",B
"3♣️, J♣️, 5♣️","6♣️, 4♣️, K♥️",P
"6♠️, 10♦️","8♥️, Q♠️",B
"2♦️, 9♣️, 8♥️","J♥️, A♥️, A♣️",P
"10♣️, 7♠️","7♦️, J♣️",T
"4♦️, K♣️, J♦️","4♥️, J♥️",T
"9♠️, 6♣️, J♥️","2♣️, 2♦️",P
"2♦️, Q♥️, 6♥️","3♥️, 10♥️, A♠️",P
"6♠️, 5♥️, 7♠️","Q♣️, Q♦️, 7♥️",P
"9♣️, 8♣️","7♣️, 2♠️",B
"5♦️, 9♦️","A♠️, 8♦️",B
"7♠️, A♦️","K♠️, 6♦️",P
"2♦️, 10♠️, 6♦️","K♠️, 10♣️, Q♥️",P
"K♥️, 2♠️, 6♣️","J♦️, J♠️, 7♥️",P
"7♥️, 8♦️, 10♣️","5♥️, 2♦️",B
"Q♠️, Q♣️, 3♠️","Q♠️, 10♣️, J♣️",P
"J♦️, K♣️, 9♣️","J♥️, K♣️, 10♣️",P
"3♠️, 7♥️, 8♦️","2♠️, 5♠️",P
"J♦️, 10♠️, 8♥️","4♠️, 7♦️, 7♠️",T
"J♠️, 8♥️","4♦️, 6♣️",P
"8♣️, 5♦️, 3♥️","6♥️, 9♦️, 8♠️",P
"Q♣️, 4♠️, 4♣️","A♣️, 3♣️, 7♠️",P
"J♣️, 3♠️, 2♣️","9♦️, 4♦️, A♦️",P
"2♦️, 5♥️","J♠️, K♠️, 6♠️",P
"9♦️, J♠️","10♠️, A♦️",P
"4♣️, 7♠️, 8♦️","7♥️, 7♣️",P
"10♥️, 5♥️, 2♦️","4♣️, 9♥️, 2♦️",P
"3♣️, 6♣️","6♠️, 10♠️",P
"9♣️, 7♥️","10♥️, 4♦️, 4♣️",B
"9♣️, 6♣️, J♣️","7♠️, 7♠️",P
"8♠️, 5♥️, 6♣️","K♣️, 4♥️, 4♥️",P
"7♠️, 5♦️, 3♠️","Q♥️, 10♣️, K♣️",P
"4♠️, 4♦️","3♦️, 8♦️",P
"4♥️, 3♥️","Q♥️, 10♦️, 3♠️",P
"3♠️, 6♥️","8♥️, A♠️",T
"7♣️, K♠️","K♠️, 5♠️, 4♠️",B
"A♠️, 5♠️","2♠️, 9♣️, J♠️",P
"7♣️, 7♥️, 6♥️","6♥️, 10♥️, J♠️",B
"K♥️, 7♣️","8♣️, K♠️",B
"2♠️, A♦️, A♠️","J♠️, 7♣️",B
"6♣️, 10♥️","K♣️, 6♥️",T
"Q♠️, A♥️","4♥️, 5♦️",B
"3♣️, 6♠️","A♦️, 5♠️",P
"Q♣️, 3♣️, J♥️","A♦️, Q♣️, 9♣️",P
"K♣️, 10♠️, 5♠️","J♦️, 5♣️, 9♠️",P
"9♣️, Q♣️","2♠️, Q♣️",P
"3♥️, 9♠️, J♠️","10♠️, 4♥️",B
"6♦️, 7♠️, 2♥️","4♦️, Q♣️, 4♣️",B
"K♣️, J♥️, 7♠️","6♥️, K♣️, K♥️",P
"7♣️, Q♥️","10♠️, 5♥️, 2♥️",T
"K♠️, 10♣️","5♣️, 3♥️",B
"K♥️, 5♥️, 3♣️","6♠️, J♥️",P
"10♦️, 5♥️","10♥️, 8♠️",B
"A♥️, 9♦️, 2♥️","3♣️, J♥️, Q♣️",B
"J♥️, 9♣️","A♠️, 9♦️",P
"10♠️, 6♦️","9♣️, Q♥️",B
"4♥️, 10♣️, A♥️","A♣️, 6♠️",B
"Q♠️, 10♣️","10♥️, 8♣️",B
"8♣️, 3♦️, Q♠️","2♥️, K♠️, 4♦️",B
"5♦️, 9♣️, K♣️","6♥️, Q♥️",B
"Q♥️, 6♠️","K♦️, 5♠️, A♥️",T
"5♦️, 3♠️","Q♣️, 2♠️",P
"7♠️, 4♣️, 3♠️","8♠️, 2♥️, 5♣️",B
"Q♦️, J♦️, 4♥️","6♥️, 7♦️, Q♥️",P
"9♠️, 8♠️","5♦️, 6♦️, 3♣️",P
"3♠️, J♠️, 3♥️","10♥️, K♠️, A♥️",P
"4♥️, 8♦️, A♥️","2♣️, Q♣️, Q♥️",P
"10♦️, 9♠️","2♦️, 2♥️",P
"9♠️, 9♠️","8♦️, K♣️",T
"4♣️, 4♥️","8♣️, 7♦️",P
"J♦️, 9♥️","9♣️, A♣️",P
"J♠️, Q♦️, 9♥️","Q♦️, 7♣️",P
"10♥️, 10♠️, J♦️","9♥️, 2♠️, 2♣️",B
"2♥️, Q♠️, Q♠️","K♦️, A♦️, 7♣️",B
"6♠️, 5♥️, 6♥️","7♦️, 5♣️, J♦️",P
"4♣️, 3♣️","10♥️, J♣️, 8♦️",B
"4♥️, Q♦️, 9♣️","3♣️, J♣️, K♥️",T
"Q♦️, 3♥️, Q♦️","9♦️, 2♠️, K♦️",P
"6♣️, 5♣️","2♥️, 7♠️",B
"9♠️, A♥️, 2♠️","2♦️, Q♥️, 8♥️",P
"9♠️, 4♠️, 9♠️","Q♦️, 2♥️, 5♥️",B
"4♥️, K♣️, 7♦️","J♦️, 5♣️, 5♦️",P
"K♠️, 2♠️, 5♦️","A♦️, 6♣️",T
"3♣️, 5♥️","K♠️, 5♦️",P
"J♥️, K♠️, 3♦️","3♥️, 4♣️",B
"A♦️, A♦️, 2♣️","J♣️, K♥️, 3♥️",P
"5♠️, 9♥️","9♠️, 10♣️",B
"J♦️, 5♣️, 6♣️","5♠️, 7♣️, A♣️",B
"2♦️, 10♥️, 10♠️","7♥️, 4♥️, 4♣️",B
"3♦️, 2♠️, 7♣️","J♦️, 5♠️, 9♣️",B
"K♦️, 7♠️","9♣️, A♠️, J♠️",P
"9♠️, A♣️, K♥️","3♠️, 8♣️, J♠️",B
"A♥️, A♣️, A♦️","2♥️, 3♥️",B
"J♥️, K♠️, 6♥️","3♠️, 7♣️, 9♦️",B
"K♦️, 6♦️","4♦️, K♣️, A♠️",P
"J♠️, 9♣️","4♠️, 3♣️",P
"9♣️, 3♦️","3♣️, 6♥️",B
"9♦️, 10♠️","9♦️, 7♥️",P
"A♦️, 7♠️","Q♣️, 6♣️",P
"K♠️, 4♣️, 4♣️","9♣️, 7♥️",P
"6♣️, J♦️","6♦️, 9♥️, 2♠️",B
"9♠️, K♥️","6♠️, 9♥️",P
"6♣️, 2♥️","7♦️, 3♠️",P
"8♠️, 6♥️, Q♥️","5♠️, J♥️",B
"Q♣️, 6♦️","Q♣️, 3♥️, 3♥️",T
"4♥️, 10♦️, Q♦️","8♦️, 7♣️",B
"5♥️, 2♠️","8♠️, 8♦️",P
"6♥️, Q♥️","7♥️, J♣️",B
"3♥️, 9♠️, 2♦️","10♦️, 3♠️, Q♣️",P
"10♥️, 9♠️","9♣️, J♠️",T
"J♠️, 7♠️","5♠️, 5♠️, J♣️",P
"Q♠️, 10♦️, 2♥️","2♠️, 2♠️, K♥️",B
"K♥️, 3♣️, K♦️","10♥️, 10♥️, 9♦️",B
"10♠️, J♦️, 9♠️","2♦️, 10♠️, 10♦️",P
"K♣️, 7♥️","Q♣️, 6♣️",P
"6♥️, A♠️","J♠️, 10♦️, 6♥️",P
"10♦️, K♠️, 2♥️","Q♥️, J♦️, 7♥️",B
"8♦️, Q♠️","5♠️, 4♣️",T
"5♣️, 3♦️","J♠️, 7♦️",P
"7♥️, 3♠️, 2♠️","7♦️, 5♠️, 8♥️",P
"J♦️, 5♦️, 8♦️","4♠️, 10♠️",B
"K♥️, 7♥️","8♦️, 2♠️, 10♦️",P
"J♦️, 7♦️","K♣️, 5♦️, 7♣️",P
"7♦️, 6♠️, 2♥️","A♦️, 4♠️",T
"J♠️, 10♥️, J♦️","K♦️, 3♦️, 6♠️",B
"8♦️, 2♣️, 9♥️","J♠️, 2♠️, A♣️",P
"Q♥️, 10♣️, A♣️","3♠️, 9♥️, 3♦️",B
"2♦️, 6♥️","Q♠️, 10♦️",P
"6♥️, J♣️","K♣️, A♥️, 7♠️",B
"7♣️, 4♦️, 6♦️","5♥️, Q♣️, J♠️",P
"10♣️, Q♦️","3♥️, 5♦️",B
"6♣️, 8♣️, A♥️","Q♣️, 3♥️, A♥️",P
"5♦️, 6♥️, K♥️","10♥️, 3♥️, J♥️",B
"A♦️, 4♦️, 4♠️","10♦️, A♣️, 10♣️",P
"10♣️, 3♦️, 9♦️","9♣️, 2♣️, 6♣️",B
"7♦️, J♠️","8♠️, 7♠️, 8♣️",P
"J♥️, 8♥️","4♣️, Q♦️",P
"4♦️, 6♥️, K♥️","K♣️, 4♦️",B
"5♥️, 8♣️, A♣️","3♣️, 2♠️",B
"4♣️, 5♠️","4♠️, 3♠️",P
"6♣️, K♠️","5♦️, 10♥️, A♦️",T
"Q♠️, J♣️, 4♦️","3♠️, 7♠️, 4♠️",T
"5♠️, A♣️","9♠️, 10♥️",B
"3♣️, A♦️, Q♣️","3♦️, A♦️",T
"A♦️, K♠️, 5♠️","7♠️, 6♣️, 3♥️",T
"7♥️, A♥️","8♣️, 6♣️",P
"A♠️, 5♣️","3♠️, 2♠️, 9♣️",P
"J♥️, 7♦️","8♥️, 3♠️, K♣️",P
"J♦️, 4♠️, 7♥️","3♦️, 7♦️, 2♥️",B
"5♠️, 10♣️","K♦️, 9♠️",B
"8♣️, J♣️","8♦️, K♠️",T
"J♦️, 5♦️, A♦️","4♣️, Q♦️, J♣️",P
"Q♦️, 7♦️","A♠️, J♣️, 8♠️",B
"2♦️, K♦️, J♣️","9♣️, 2♥️, 6♣️",B
"2♣️, A♥️","8♦️, Q♦️",B
"2♠️, K♣️, 9♥️","J♣️, J♣️, 2♣️",B
"2♥️, A♠️, 7♣️","9♠️, 7♣️, 2♣️",B
"8♥️, 4♥️","A♠️, 8♦️",B
"10♠️, K♣️, 4♦️","3♥️, K♠️, 9♠️",P
"J♠️, A♦️, A♣️","K♥️, Q♣️, 5♣️",B
"8♥️, 5♠️, 2♣️","5♦️, 2♠️",B
"2♦️, 2♣️","6♠️, 2♦️",B
"10♥️, 7♣️","7♣️, 4♣️, 6♥️",T
"K♥️, 6♠️","K♣️, 2♠️, 2♦️",P
"A♥️, J♠️, 5♣️","6♠️, K♥️",T
"5♦️, K♦️","7♣️, A♥️",B
"8♦️, 6♦️, Q♠️","8♥️, 2♣️, 5♥️",B
